id,section,difficulty,topic,question,A,B,C,D,answer
AIML_MLBA_120,AI & ML,Medium,ML Basics,What are common kernels in SVM?,"Linear, RBF (Gaussian), Polynomial, Sigmoid",Only linear,Only RBF,Only polynomial,A
AIML_MLBA_121,AI & ML,Hard,ML Basics,What is the C parameter in SVM?,Regularization: low C=wider margin+more violations; high C=narrow margin+fewer violations,Learning rate,Kernel parameter,Tree depth,A
AIML_MLBA_122,AI & ML,Hard,ML Basics,What is the gamma parameter in RBF kernel?,Controls influence range of training examples — high gamma=small influence,C parameter,Degree parameter,Bias parameter,A
AIML_MLBA_123,AI & ML,Easy,ML Basics,What is logistic regression?,Linear model for binary classification using sigmoid function,Regression model,Tree model,Ensemble model,A
AIML_MLBA_124,AI & ML,Medium,ML Basics,What is softmax function?,Generalizes sigmoid to multi-class: converts logits to probability distribution,Sigmoid variant,ReLU variant,Linear activation,A
AIML_MLBA_125,AI & ML,Medium,ML Basics,What is cross-entropy loss for classification?,Measures difference between predicted probability distribution and true labels,MSE loss,Hinge loss,Huber loss,A
AIML_MLBA_126,AI & ML,Hard,ML Basics,What is the KL divergence?,Measures how one probability distribution differs from another,Cross-entropy,Jensen-Shannon,Mutual information,A
AIML_MLBA_127,AI & ML,Hard,ML Basics,What is mutual information?,Measures statistical dependence between two variables for feature selection,KL divergence,Correlation,Covariance,A
AIML_MLBA_128,AI & ML,Medium,ML Basics,What is the chi-squared test for features?,Tests independence between categorical feature and target label,F-test,T-test,ANOVA,A
AIML_MLBA_129,AI & ML,Medium,ML Basics,What is ANOVA F-test for features?,Tests if feature means differ across class labels for feature selection,Chi-squared,T-test,Mann-Whitney,A
AIML_MLBA_130,AI & ML,Hard,ML Basics,What is recursive feature elimination (RFE)?,Recursively removes least important features until target count reached,Filter method,Wrapper method,Embedded method,A
AIML_MLBA_131,AI & ML,Medium,ML Basics,What is the Lasso for feature selection?,L1 regularization drives unimportant feature coefficients to zero,Ridge,ElasticNet,Dropout,A
AIML_MLBA_132,AI & ML,Medium,ML Basics,What is ElasticNet?,Combines L1 and L2 regularization for feature selection and weight reduction,Lasso only,Ridge only,Dropout,A
AIML_MLBA_133,AI & ML,Easy,ML Basics,What is clustering?,Grouping similar data points without labels (unsupervised learning),Classification,Regression,Dimensionality reduction,A
AIML_MLBA_134,AI & ML,Easy,ML Basics,What is k-means clustering?,"Assigns points to k centroids, updates centroids iteratively until convergence",DBSCAN,Hierarchical,Spectral,A
AIML_MLBA_135,AI & ML,Medium,ML Basics,What is the elbow method for k-means?,Plot inertia vs k — choose k where improvement slows significantly,Silhouette method,Gap statistic,AIC/BIC,A
AIML_MLBA_136,AI & ML,Medium,ML Basics,What is the silhouette score?,Measures how similar a point is to its cluster vs nearest cluster,Inertia score,Davies-Bouldin,Calinski-Harabasz,A
AIML_MLBA_137,AI & ML,Medium,ML Basics,What is DBSCAN?,Density-based clustering finding arbitrary-shaped clusters and outliers,K-means variant,Hierarchical,Spectral,A
AIML_MLBA_138,AI & ML,Medium,ML Basics,What is hierarchical clustering?,Creates cluster tree (dendrogram) by merging or splitting clusters,K-means,DBSCAN,Spectral,A
AIML_MLBA_139,AI & ML,Hard,ML Basics,What is the linkage criterion in hierarchical clustering?,"How distance between clusters is measured: single, complete, average, Ward",Distance metric,Clustering metric,Similarity metric,A
AIML_MLBA_140,AI & ML,Hard,ML Basics,What is Gaussian Mixture Model (GMM)?,Probabilistic model assuming data is mixture of Gaussian distributions,K-means variant,DBSCAN variant,Hard clustering,A
AIML_MLBA_141,AI & ML,Hard,ML Basics,What is the EM algorithm?,Expectation-Maximization for learning parameters of latent variable models,Gradient descent,Random search,Grid search,A
AIML_MLBA_142,AI & ML,Easy,ML Basics,What is anomaly detection?,Identifying rare or unusual patterns that deviate from normal behavior,Classification,Clustering,Regression,A
AIML_MLBA_143,AI & ML,Hard,ML Basics,What is Isolation Forest?,Anomaly detection isolating outliers using random feature splits,K-means,GMM,DBSCAN,A
AIML_MLBA_144,AI & ML,Hard,ML Basics,What is Local Outlier Factor (LOF)?,Anomaly detection comparing local density of point to its neighbors,Isolation Forest,DBSCAN,GMM,A
AIML_MLBA_145,AI & ML,Hard,ML Basics,What is one-class SVM?,Learns boundary around normal data for anomaly detection,Standard SVM,Kernel SVM,Multi-class SVM,A
AIML_MLBA_146,AI & ML,Hard,ML Basics,What is auto-encoder for anomaly detection?,Learns to reconstruct normal data — high reconstruction error = anomaly,Supervised method,Direct method,Rule-based method,A
AIML_MLBA_147,AI & ML,Easy,ML Basics,What is time series forecasting?,Predicting future values based on historical sequential data,Classification,Clustering,Regression only,A
AIML_MLBA_148,AI & ML,Medium,ML Basics,What is stationarity in time series?,"Statistical properties don't change over time (mean, variance constant)",Non-constant mean,Trend-based,Seasonal only,A
AIML_MLBA_149,AI & ML,Hard,ML Basics,What is the ADF test?,Augmented Dickey-Fuller test for stationarity of time series,KPSS test,Ljung-Box test,Durbin-Watson test,A
AIML_TRAI_051,AI & ML,Hard,Training,What is neural architecture search (NAS)?,Automated search for optimal neural network architecture,Manual design,Transfer learning,Hyperparameter tuning,A
AIML_TRAI_052,AI & ML,Hard,Training,What is differentiable NAS (DARTS)?,Uses continuous relaxation and gradient descent for architecture search,Random search,Evolutionary search,Manual search,A
AIML_TRAI_053,AI & ML,Hard,Training,What is hardware-aware NAS?,Optimizes for inference speed on target device alongside accuracy,Accuracy only,Memory only,FLOPs only,A
AIML_TRAI_054,AI & ML,Hard,Training,What is the purpose of a learning rate warmup?,Avoid large unstable updates at start with randomly initialized weights,Faster convergence,Better accuracy,Reduced memory,A
AIML_TRAI_055,AI & ML,Hard,Training,What is the cosine learning rate decay formula?,lr = lr_min + 0.5*(lr_max-lr_min)*(1+cos(pi*step/total_steps)),Linear decay,Step decay,Exponential decay,A
AIML_TRAI_056,AI & ML,Hard,Training,What is gradient penalty?,Adds penalty for gradient norm to enforce Lipschitz constraint in WGAN,L1 regularization,L2 regularization,Dropout,A
AIML_TRAI_057,AI & ML,Hard,Training,What is the Lipschitz constraint?,Restricts function's rate of change — used in WGAN for stable training,Continuity constraint,Smoothness penalty,Gradient clipping,A
AIML_TRAI_058,AI & ML,Hard,Training,What is spectral normalization?,Normalize weight matrices by their spectral norm for Lipschitz continuity,Batch normalization,Layer normalization,Weight normalization,A
AIML_TRAI_059,AI & ML,Hard,Training,What is layer normalization?,Normalizes across features for a single sample (vs batch norm across batch),Batch normalization,Instance normalization,Group normalization,A
AIML_TRAI_060,AI & ML,Hard,Training,What is instance normalization?,Normalizes each sample's spatial dimensions independently — used in style transfer,Batch normalization,Layer normalization,Group normalization,A
AIML_TRAI_061,AI & ML,Hard,Training,What is group normalization?,Divides channels into groups and normalizes within each group,Batch normalization,Layer normalization,Instance normalization,A
AIML_TRAI_062,AI & ML,Hard,Training,What is AdaGrad optimizer?,Adapts learning rate per parameter using accumulated squared gradients,Adam,RMSProp,Momentum SGD,A
AIML_TRAI_063,AI & ML,Hard,Training,What is RMSProp optimizer?,Like AdaGrad but uses exponential moving average to prevent shrinking LR,AdaGrad,Adam,Momentum SGD,A
AIML_TRAI_064,AI & ML,Hard,Training,What is AdamW optimizer?,Adam with decoupled weight decay — better generalization than standard Adam,Standard Adam,RMSProp,SGD,A
AIML_TRAI_065,AI & ML,Hard,Training,What is the weight decay decoupling in AdamW?,"Applies weight decay to weights directly, not through gradient (different from L2)",Same as L2,L1 regularization,Dropout,A
AIML_TRAI_066,AI & ML,Hard,Training,What is Lion optimizer?,Sign-based optimizer more memory-efficient than Adam,Adam variant,SGD variant,RMSProp variant,A
AIML_TRAI_067,AI & ML,Hard,Training,What is the Prodigy optimizer?,Automatically estimates learning rate from data without tuning,Manual LR only,Fixed LR,Decaying LR,A
AIML_TRAI_068,AI & ML,Hard,Training,What is continual learning?,Model learns new tasks without forgetting previous ones (catastrophic forgetting),Transfer learning,Multi-task learning,Fine-tuning,A
AIML_TRAI_069,AI & ML,Hard,Training,What is catastrophic forgetting?,Neural network forgets previous task when learning new task,Overfitting,Underfitting,Regularization issue,A
AIML_TRAI_070,AI & ML,Hard,Training,What is elastic weight consolidation (EWC)?,Penalizes changes to weights important for previous tasks,L2 regularization,Dropout,Pruning,A
AIML_TRAI_071,AI & ML,Hard,Training,What is replay-based continual learning?,Store samples from previous tasks and replay during new task training,EWC method,Progressive nets,PackNet,A
AIML_TRAI_072,AI & ML,Medium,Training,What is few-shot learning?,Learning to classify with very few labeled examples per class,Zero-shot,One-shot,Transfer learning,A
AIML_TRAI_073,AI & ML,Medium,Training,What is zero-shot learning?,Classify unseen classes using semantic descriptions without examples,Few-shot,One-shot,Transfer learning,A
AIML_TRAI_074,AI & ML,Hard,Training,What is meta-learning?,Learning to learn — model adapts quickly to new tasks from few examples,Transfer learning,Multi-task learning,Continual learning,A
AIML_TRAI_075,AI & ML,Hard,Training,What is MAML (Model-Agnostic Meta-Learning)?,Finds initialization that adapts quickly to new tasks with few gradient steps,Reptile,ProtoNet,Siamese network,A
AIML_TRAI_076,AI & ML,Hard,Training,What is contrastive learning?,"Learns representations by bringing similar examples close, pushing dissimilar apart",Supervised learning,Unsupervised only,Label-based,A
AIML_TRAI_077,AI & ML,Hard,Training,What is SimCLR?,Contrastive learning framework using augmented views of same image,BYOL,MoCo,SwAV,A
AIML_TRAI_078,AI & ML,Hard,Training,What is BYOL (Bootstrap Your Own Latent)?,Self-supervised learning without negative samples using online/target network,SimCLR,MoCo,Barlow Twins,A
AIML_TRAI_079,AI & ML,Hard,Training,What is Barlow Twins?,Self-supervised method reducing redundancy between embedding dimensions,SimCLR,BYOL,MoCo,A
AIML_TRAI_080,AI & ML,Hard,Training,What is supervised contrastive learning?,Uses label information to group same-class samples in embedding space,Self-supervised,Unsupervised,Semi-supervised,A
AIML_MLBA_201,AI & ML,Medium,ML Basics,What is the bias in a neural network?,Learnable parameter added to weighted sum before activation,Weight parameter,Gradient parameter,Loss parameter,A
AIML_MLBA_202,AI & ML,Hard,ML Basics,What is the universal approximation theorem?,A feedforward network with one hidden layer can approximate any continuous function,Requires deep networks,Only for CNNs,Only for linear functions,A
AIML_MLBA_203,AI & ML,Medium,ML Basics,What is multi-task learning?,Training one model on multiple related tasks simultaneously,Single task learning,Transfer learning,Ensemble learning,A
AIML_MLBA_204,AI & ML,Medium,ML Basics,What is semi-supervised learning?,Uses small labeled dataset and large unlabeled dataset together,Fully supervised,Unsupervised only,Self-supervised,A
AIML_MLBA_205,AI & ML,Hard,ML Basics,What is self-supervised learning?,"Creates labels from data itself (predict masked tokens, next frame)",Supervised with labels,Unsupervised clustering,Reinforcement learning,A
AIML_MLBA_206,AI & ML,Hard,ML Basics,What is the manifold hypothesis?,Real-world data lies on low-dimensional manifold in high-dimensional space,Data is random,Data is sparse,Data is linear,A
AIML_MLBA_207,AI & ML,Medium,ML Basics,What is inductive bias?,Assumptions built into learning algorithm that help generalize from training data,Training bias,Sampling bias,Selection bias,A
AIML_MLBA_208,AI & ML,Hard,ML Basics,What is the Occam's razor principle in ML?,Prefer simpler models when they explain data equally well,Prefer complex models,No preference,Dataset-dependent,A
AIML_MLBA_209,AI & ML,Medium,ML Basics,What is a calibrated model?,Predicted probability 0.7 means 70% of such predictions are actually correct,Accurate model,Fast model,Regularized model,A
AIML_MLBA_210,AI & ML,Hard,ML Basics,What is the F-beta score?,Weighted harmonic mean of precision and recall: beta>1 weights recall more,F1 variant,Accuracy variant,Precision variant,A
AIML_MLBA_211,AI & ML,Medium,ML Basics,What is stratified k-fold cross-validation?,Preserves class distribution in each fold — better for imbalanced datasets,Standard k-fold,Leave-one-out,Holdout method,A
AIML_MLBA_212,AI & ML,Hard,ML Basics,What is the imbalanced dataset problem?,"Model biased toward majority class — use oversampling, undersampling, or class weights",No problem,Only for regression,Only for deep learning,A
AIML_MLBA_213,AI & ML,Medium,ML Basics,What is SMOTE?,Synthetic Minority Oversampling Technique creating synthetic minority samples,Random oversampling,Undersampling,Class weighting,A
AIML_MLBA_214,AI & ML,Hard,ML Basics,What is class weight in ML?,Penalizes misclassification of minority class more during training,Sample weight,Feature weight,Model weight,A
AIML_MLBA_215,AI & ML,Medium,ML Basics,What is the precision-recall tradeoff?,Increasing threshold raises precision but lowers recall and vice versa,No tradeoff,Both increase,Both decrease,A
AIML_MLBA_216,AI & ML,Hard,ML Basics,What is isotonic regression for calibration?,Non-parametric method mapping predicted scores to calibrated probabilities,Platt scaling,Temperature scaling,Histogram binning,A
AIML_MLBA_217,AI & ML,Medium,ML Basics,What is the dummy classifier?,"Baseline classifier using simple rules (most frequent, random) to compare against",Advanced classifier,Ensemble classifier,Deep classifier,A
AIML_MLBA_218,AI & ML,Hard,ML Basics,What is the Matthews Correlation Coefficient?,Balanced metric for binary classification considering all four confusion matrix cells,F1 score,ROC AUC,Cohen's kappa,A
AIML_MLBA_219,AI & ML,Medium,ML Basics,What is Cohen's kappa?,Measures agreement between predicted and actual labels accounting for chance,Accuracy,F1 score,MCC,A
AIML_MLBA_220,AI & ML,Hard,ML Basics,What is the Brier score?,Mean squared error of probabilistic predictions — lower is better,Log loss,Cross-entropy,ROC AUC,A
AIML_MLBA_221,AI & ML,Medium,ML Basics,What is log loss (binary cross-entropy)?,Penalizes confident wrong predictions more than uncertain wrong ones,MSE,Hinge loss,Brier score,A
AIML_MLBA_222,AI & ML,Hard,ML Basics,What is the hinge loss?,"Used in SVM: max(0, 1 - y*f(x)) — zero loss for correct confident predictions",Cross-entropy,MSE,Log loss,A
AIML_MLBA_223,AI & ML,Hard,ML Basics,What is focal loss?,Down-weights easy examples so model focuses on hard cases (used in object detection),Cross-entropy,Hinge loss,Dice loss,A
AIML_MLBA_224,AI & ML,Hard,ML Basics,What is dice loss?,Overlap measure between predicted and true segmentation masks,IoU loss,Focal loss,BCE loss,A
AIML_MLBA_225,AI & ML,Medium,ML Basics,What is multi-label classification?,Each sample can belong to multiple classes simultaneously,Multi-class,Binary classification,Ordinal classification,A
AIML_MLBA_226,AI & ML,Hard,ML Basics,What is ordinal regression?,Predicts ordered categories (low/medium/high) respecting natural ordering,Multi-class,Binary,Ranking,A
AIML_MLBA_227,AI & ML,Medium,ML Basics,What is regression to the mean?,Extreme observations tend to be followed by more average ones,Overfitting,Underfitting,Bias,A
AIML_MLBA_228,AI & ML,Hard,ML Basics,What is Pearson correlation limitation?,Only measures linear relationships — misses non-linear dependencies,No limitation,Measures all,Best for all,A
AIML_MLBA_229,AI & ML,Hard,ML Basics,What is Spearman correlation?,Rank-based correlation detecting monotonic (not just linear) relationships,Pearson variant,Kendall tau,Point-biserial,A
AIML_MLBA_230,AI & ML,Hard,ML Basics,What is the central limit theorem relevance to ML?,Large samples from any distribution have normally distributed means — justifies many ML assumptions,No relevance,Only for deep learning,Only for statistics,A
AIML_TRAI_081,AI & ML,Hard,Training,What is gradient-free optimization?,"Evolutionary algorithms, particle swarm — no gradient needed",Gradient descent,Adam,SGD,A
AIML_TRAI_082,AI & ML,Hard,Training,What is the lottery ticket hypothesis?,Dense networks contain sparse subnetworks (winning tickets) that train effectively alone,Random pruning,Dense only,No subnetworks,A
AIML_TRAI_083,AI & ML,Hard,Training,What is magnitude pruning?,Remove weights with smallest absolute values for model compression,Random pruning,Structured pruning,Layer pruning,A
AIML_TRAI_084,AI & ML,Hard,Training,What is structured pruning?,Remove entire filters/layers rather than individual weights,Unstructured pruning,Weight pruning,Random pruning,A
AIML_TRAI_085,AI & ML,Hard,Training,What is quantization-aware training benefit?,Model learns to be robust to quantization during training — better accuracy than post-training,Same accuracy,Slower training,No benefit,A
AIML_TRAI_086,AI & ML,Hard,Training,What is the straight-through estimator?,Approximates gradient of discrete/non-differentiable operations for backprop,Standard gradient,Zero gradient,Clipped gradient,A
AIML_TRAI_087,AI & ML,Hard,Training,What is neural network surgery?,"Modifying trained network architecture (add layers, change connections)",Fine-tuning,Transfer learning,Pruning,A
AIML_TRAI_088,AI & ML,Medium,Training,What is the purpose of a validation curve?,Shows how a hyperparameter affects train vs validation performance,Learning curve,ROC curve,Calibration curve,A
AIML_TRAI_089,AI & ML,Hard,Training,What is the double descent phenomenon?,"Test error decreases, then increases (classical overfitting), then decreases again with more params",Standard overfitting,No such phenomenon,Only for DNNs,A
AIML_TRAI_090,AI & ML,Hard,Training,What is grokking in deep learning?,Model suddenly generalizes long after achieving perfect training accuracy,Overfitting,Standard training,Transfer learning,A
AIML_MLBA_231,AI & ML,Hard,ML Basics,What is Simpson's paradox in ML?,Trend appears in groups but reverses when groups are combined — data aggregation issue,No such paradox,Only in statistics,Only in causality,A
AIML_MLBA_232,AI & ML,Hard,ML Basics,What is causal inference vs correlation?,Causal: establishes cause-effect; Correlation: only association,Same,Correlation implies causation,Causation is easier,A
